Word		Original_feature		Predicted_feature
,		UNK		UNK
लेकिन		UNK		UNK
आज		sg		sg
20		any		any
साल		pl		sg
बाद		sg		sg
एक		any		any
बार		sg		sg
फिर		UNK		UNK
भारद्वाज		sg		sg
ही		UNK		UNK
संसद		sg		sg
में		UNK		UNK
इस		sg		sg
विधान		sg		sg
परिषद		sg		sg
की		sg		sg
बहाली		sg		sg
को		UNK		UNK
लेकर		any		any
विधेयक		sg		sg
लेकर		any		any
आए		sg		pl
।		UNK		UNK
जिसे		sg		sg
वोटिंग		sg		sg
के		UNK		UNK
बाद		sg		sg
पारित		any		any
कर		sg		sg
दिया		sg		sg
गया		sg		sg
।		UNK		UNK
विधेयक		sg		sg
पर		UNK		UNK
चर्चा		sg		sg
का		sg		sg
उत्तर		sg		sg
देते		sg		sg
हुए		sg		sg
भारद्वाज		sg		sg
ने		UNK		UNK
कहा		sg		sg
कि		UNK		UNK
तब		UNK		UNK
राज्य		sg		sg
विधानसभा		sg		sg
ने		UNK		UNK
इस		sg		sg
विधान		sg		sg
परिषद		sg		sg
को		UNK		UNK
खत्म		any		any
करने		sg		sg
का		sg		sg
संकल्प		sg		sg
पारित		any		any
किया		sg		sg
था		sg		sg
,		UNK		UNK
जिसे		sg		sg
उनके		sg		sg
पास		sg		sg
भेजा		sg		sg
गया		sg		sg
था		sg		sg
।		UNK		UNK
उन्होंने		sg		sg
तत्कालीन		any		any
प्रधानमंत्री		sg		sg
राजीव		sg		sg
गांधी		sg		sg
की		sg		sg
सलाह		sg		sg
ली		sg		sg
तो		UNK		UNK
उन्होंने		sg		sg
कहा		sg		sg
कि		UNK		UNK
विधानसभा		sg		sg
के		sg		sg
संकल्प		sg		sg
का		sg		sg
पूरा		sg		sg
सम्मान		sg		sg
होना		any		any
चाहिए		any		any
।		UNK		UNK
फलतः		UNK		any
उन्होंने		sg		sg
विधान		sg		sg
परिषद		sg		sg
को		UNK		UNK
खत्म		any		any
करने		sg		sg
का		sg		sg
विधेयक		sg		sg
पेश		any		any
किया		sg		sg
था		sg		sg
और		UNK		UNK
वह		sg		sg
पारित		any		any
हो		sg		sg
गया		sg		sg
था		sg		sg
।		UNK		UNK
लेकिन		UNK		UNK
अब		UNK		UNK
वहाँ		UNK		UNK
की		sg		sg
राजशेखर		sg		sg
रेड्डी		sg		sg
सरकार		sg		sg
ने		UNK		UNK
विधानसभा		sg		sg
में		UNK		UNK
विधान		sg		sg
परिषद		sg		sg
की		sg		sg
बहाली		sg		sg
का		sg		sg
संकल्प		sg		sg
पारित		any		any
कर		any		any
उनके		sg		sg
पास		sg		sg
भेजा		sg		sg
है		sg		sg
इसलिए		UNK		UNK
पुनः		UNK		sg
विधानसभा		sg		sg
का		sg		sg
सम्मान		sg		sg
करते		sg		sg
हुए		sg		sg
परिषद		sg		sg
की		sg		sg
बहाली		sg		sg
के		UNK		UNK
लिए		UNK		UNK
यह		sg		sg
विधेयक		sg		sg
लाया		sg		sg
गया		sg		sg
है		sg		sg
।		UNK		UNK
भारद्वाज		sg		sg
ने		UNK		UNK
कहा		sg		sg
कि		UNK		UNK
विधान		sg		sg
परिषद		sg		sg
के		UNK		UNK
जरिए		UNK		UNK
मेधावी		any		any
लोगों		pl		pl
को		UNK		UNK
विधायिका		sg		sg
में		UNK		UNK
आने		sg		sg
का		sg		sg
मौका		sg		sg
मिलेगा		sg		sg
।		UNK		UNK
असम		sg		sg
से		UNK		UNK
भी		UNK		UNK
ऐसा		sg		sg
संकल्प		sg		sg
सरकार		sg		sg
को		UNK		UNK
मिला		sg		sg
है		sg		sg
।		UNK		UNK
हिमाचल		sg		sg
के		pl		pl
भाजपा		sg		sg
सदस्यों		pl		pl
ने		UNK		UNK
भी		UNK		UNK
राज्य		sg		sg
में		UNK		UNK
विधान		sg		sg
परिषद		sg		sg
की		sg		sg
माँग		sg		sg
की		sg		sg
है		sg		sg
।		UNK		UNK
इसलिए		UNK		UNK
सदन		sg		sg
को		UNK		UNK
इस		sg		sg
विधेयक		sg		sg
के		pl		pl
सकारात्मक		any		any
पहलुओं		pl		pl
को		UNK		UNK
ध्यान		sg		sg
में		UNK		UNK
रखा		any		any
जाना		sg		sg
चाहिए		any		any
।		UNK		UNK
इससे		sg		sg
पूर्व		sg		any
चर्चा		sg		sg
के		UNK		UNK
दौरान		sg		sg
आंध्र		sg		sg
प्रदेश		sg		sg
लेजिस्लेटिव		sg		sg
काउंसिल		sg		sg
बिल		sg		sg
2005		sg		sg
का		sg		sg
तेलगुदेशम्		sg		sg
पार्टी		sg		sg
के		pl		pl
सांसदों		pl		pl
ने		UNK		UNK
विरोध		sg		sg
किया		sg		sg
।		UNK		UNK
उनकी		pl		sg
माँग		sg		sg
पर		UNK		UNK
सदन		sg		sg
में		UNK		UNK
वोटिंग		sg		sg
कराई		sg		sg
गई		sg		sg
।		UNK		UNK
विधेयक		sg		sg
के		sg		sg
समर्थन		sg		sg
में		UNK		UNK
85		any		any
NULL		UNK		UNK
NULL		UNK		UNK
और		UNK		UNK
विरोध		sg		sg
में		UNK		UNK
35		any		any
मत		pl		sg
पड़े		pl		sg
।		UNK		UNK
इसके		sg		sg
बाद		sg		sg
उप		any		sg
सभापति		sg		sg
ने		UNK		UNK
विधेयक		sg		sg
को		UNK		UNK
पारित		any		any
करने		sg		sg
की		sg		sg
घोषणा		sg		sg
की		sg		sg
।		UNK		UNK
तेदेपा		sg		sg
ने		UNK		UNK
यह		sg		sg
कहकर		any		any
इसका		sg		sg
विरोध		sg		sg
किया		sg		sg
कि		UNK		UNK
इसके		sg		sg
जरिए		UNK		UNK
कांग्रेस		sg		sg
सरकार		sg		sg
अपने		any		any
हारे		pl		pl
हुए		pl		pl
नेताओं		pl		pl
और		UNK		UNK
तथाकथित		any		any
बुद्धिजीवियों		pl		pl
को		UNK		UNK
रोजगार		sg		sg
देना		any		any
चाहती		sg		sg
है		sg		sg
।		UNK		UNK
जबकि		UNK		UNK
भाजपा		sg		sg
के		sg		sg
वेंकैया		sg		sg
नायडू		sg		sg
ने		UNK		UNK
इसका		sg		sg
समर्थन		sg		sg
करते		sg		sg
हुए		sg		sg
कहा		sg		sg
कि		UNK		UNK
ऊपरी		any		any
सदन		sg		sg
हमारी		any		sg
जरूरत		sg		sg
भी		UNK		UNK
है		sg		sg
और		UNK		UNK
मजबूरी		sg		sg
भी		UNK		UNK
NULL		UNK		UNK
।		UNK		UNK
इसलिए		UNK		UNK
दलगत		any		any
राजनीति		sg		sg
से		UNK		UNK
ऊपर		sg		sg
उठकर		any		any
इस		sg		sg
विधेयक		sg		sg
को		UNK		UNK
पारित		any		any
किया		any		any
जाना		sg		sg
चाहिए		any		any
।		UNK		UNK
गाँवों		pl		pl
को		UNK		UNK
सड़कों		pl		pl
से		UNK		UNK
जोड़ने		sg		sg
के		sg		sg
मामले		sg		sg
में		UNK		UNK
फिसड्डी		any		sg
साबित		any		any
हो		pl		pl
रहे		pl		pl
राज्यों		pl		pl
को		UNK		UNK
अब		UNK		UNK
हर		UNK		UNK
साल		sg		sg
पहले		sg		sg
से		UNK		UNK
दो		any		any
-		UNK		UNK
तीन		any		any
गुना		sg		sg
ज्यादा		UNK		UNK
सड़कें		pl		pl
बनानी		pl		sg
होंगी		pl		sg
।		UNK		UNK
प्रधानमंत्री		sg		sg
ग्राम		sg		sg
सड़क		sg		sg
योजना		sg		sg
को		UNK		UNK
'		UNK		UNK
भारत		sg		sg
निर्माण		sg		sg
'		UNK		UNK
योजना		sg		sg
के		sg		sg
दायरे		sg		sg
में		UNK		UNK
लाने		sg		sg
के		UNK		UNK
बाद		sg		sg
अगले		pl		sg
चार		any		any
सालों		pl		pl
में		UNK		UNK
सभी		UNK		UNK
गाँवों		pl		pl
को		UNK		UNK
सड़कों		pl		pl
से		UNK		UNK
जोड़ने		any		any
के		UNK		UNK
लिए		UNK		UNK
केंन्द्र		sg		sg
अब		UNK		UNK
राज्यों		pl		pl
की		sg		sg
लगाम		sg		sg
कसने		sg		sg
की		sg		sg
तैयारी		sg		sg
में		UNK		UNK
है		sg		sg
।		UNK		UNK
अब		UNK		UNK
जो		sg		sg
राज्य		pl		sg
तय		any		any
समय		sg		sg
पर		UNK		UNK
लक्ष्य		sg		sg
पूरा		sg		sg
नहीं		UNK		UNK
कर		pl		sg
पाएंगे		pl		pl
उनके		pl		sg
हिस्से		sg		sg
का		sg		sg
पैसा		sg		sg
,		UNK		UNK
उन		pl		pl
राज्यों		pl		pl
को		UNK		UNK
देने		sg		sg
का		sg		sg
प्रस्ताव		sg		sg
है		sg		sg
जो		sg		sg
समय		sg		sg
पर		UNK		UNK
ग्रामीण		any		any
सड़कें		pl		pl
बना		pl		pl
रहे		pl		pl
हैं		pl		pl
।		UNK		UNK
राज्यों		pl		pl
की		sg		sg
प्रगति		sg		sg
रिपोर्ट		sg		sg
देखने		any		any
के		UNK		UNK
लिए		UNK		UNK
केंद्रीय		any		any
ग्रामीण		any		any
विकास		sg		sg
मंत्रालय		sg		sg
ने		UNK		UNK
आगामी		any		any
तीन		sg		sg
दिसंबर		sg		sg
को		UNK		UNK
सभी		UNK		UNK
राज्यों		pl		pl
के		pl		pl
ग्रामीण		any		any
विकास		sg		sg
सचिवों		pl		pl
को		UNK		UNK
दिल्ली		sg		sg
तलब		sg		any
किया		sg		sg
है		sg		sg
।		UNK		UNK
यह		sg		sg
योजना		sg		sg
ज्यादातर		any		any
राज्यों		pl		pl
में		UNK		UNK
कछुआ		sg		sg
चाल		sg		sg
से		UNK		UNK
चल		sg		sg
रही		sg		sg
है		sg		sg
।		UNK		UNK
यहाँ		UNK		UNK
तक		UNK		UNK
कि		UNK		UNK
कई		UNK		UNK
राज्य		pl		sg
इस		sg		sg
योजना		sg		sg
के		UNK		UNK
लिए		UNK		UNK
केंद्र		sg		sg
से		UNK		UNK
पैसा		sg		sg
तक		UNK		UNK
समय		sg		sg
पर		UNK		UNK
नहीं		UNK		UNK
ले		pl		pl
जा		any		any
पा		any		pl
रहे		pl		pl
हैं		pl		pl
।		UNK		UNK
जबकि		UNK		UNK
मंत्रालय		sg		sg
का		sg		sg
दावा		sg		sg
है		sg		sg
कि		UNK		UNK
वर्ष		sg		sg
२००१		sg		sg
से		UNK		UNK
शुरू		sg		sg
इस		sg		sg
प्रधानमंत्री		sg		sg
ग्राम		sg		sg
सड़क		sg		sg
योजना		sg		sg
के		UNK		UNK
तहत		UNK		UNK
अब		UNK		UNK
तक		UNK		UNK
कुल		UNK		UNK
४०		any		any
करोड़		any		any
मानव		sg		sg
कार्य		sg		sg
दिवसों		pl		pl
का		sg		sg
सृजन		sg		sg
हुआ		sg		sg
।		UNK		UNK
पूरा		sg		sg
पैसा		sg		sg
केंद्र		sg		sg
से		UNK		UNK
मिलने		sg		sg
के		UNK		UNK
बाद		sg		sg
भी		UNK		UNK
अधिकतर		any		any
राज्यों		pl		pl
का		sg		sg
काम		sg		sg
-		UNK		UNK
काज		sg		sg
संतोषजनक		any		any
नहीं		UNK		UNK
है		sg		sg
।		UNK		UNK
केंद्रीय		any		any
ग्रामीण		any		sg
विकास		sg		sg
मंत्री		sg		sg
डा.		sg		sg
रघुवंश		sg		sg
प्रसाद		sg		sg
सिंह		sg		sg
के		UNK		UNK
मुताबिक		UNK		UNK
भारत		sg		sg
निर्माण		sg		sg
योजना		sg		sg
के		UNK		UNK
तहत		UNK		UNK
अब		UNK		UNK
इस		sg		sg
योजना		sg		sg
पर		UNK		UNK
ज्यादा		UNK		UNK
ध्यान		sg		sg
दिया		sg		sg
जाएगा		sg		sg
।		UNK		UNK
वर्ष		sg		sg
२००९		sg		sg
-		UNK		UNK
१०		sg		sg
तक		UNK		UNK
पहाड़ी		any		any
क्षेत्रों		pl		pl
के		sg		UNK
पाँच		any		any
सौ		any		any
और		UNK		UNK
शेष		any		any
इलाके		sg		sg
के		sg		sg
एक		any		any
हजार		any		any
आबादी		sg		sg
वाले		pl		pl
सभी		UNK		UNK
गाँवों		pl		pl
को		UNK		UNK
सड़कों		pl		pl
से		UNK		UNK
जोड़ना		sg		sg
है		sg		sg
।		UNK		UNK
मंत्रालय		sg		sg
के		pl		pl
आंकड़े		pl		pl
गवाह		pl		sg
हैं		pl		pl
कि		UNK		UNK
साल		sg		sg
२००१		sg		sg
से		UNK		UNK
इस		sg		sg
योजना		sg		sg
के		UNK		UNK
तहत		UNK		UNK
मंजूर		any		any
१,२७,३५७		any		any
किलोमीटर		sg		sg
सड़क		sg		sg
में		UNK		UNK
मात्र		UNK		UNK
७७,४५५		any		any
किमी		sg		sg
सड़क		sg		sg
ही		UNK		UNK
बन		sg		sg
पाई		sg		sg
है		sg		sg
।		UNK		UNK
अब		UNK		UNK
भारत		sg		sg
निर्माण		sg		sg
योजना		sg		sg
के		UNK		UNK
तहत		UNK		UNK
अगले		pl		sg
चार		any		any
सालों		pl		pl
में		UNK		UNK
कुल		UNK		UNK
६६		any		any
हजार		any		any
गाँवों		pl		pl
को		UNK		UNK
जोड़ने		any		any
के		UNK		UNK
लिए		UNK		UNK
१.४०		any		any
लाख		any		any
किमी		sg		sg
सड़क		sg		sg
बनाई		sg		sg
जानी		sg		sg
है		sg		sg
।		UNK		UNK
इसके		sg		sg
लिए		UNK		UNK
कुल		UNK		UNK
४८		any		any
हजार		any		any
करोड़		any		any
रुपये		sg		sg
का		sg		sg
बजट		sg		sg
है		sg		sg
।		UNK		UNK
मौजूदा		any		any
वित्तीय		any		any
वर्ष		sg		sg
में		UNK		UNK
४२		any		any
सौ		any		any
करोड़		any		any
के		sg		sg
बजट		sg		sg
के		UNK		UNK
साथ		sg		sg
१६		any		any
हजार		any		any
किमी		sg		sg
सड़क		sg		sg
बनाने		sg		sg
का		sg		sg
लक्ष्य		sg		sg
है		sg		sg
।		UNK		UNK
लेकिन		UNK		UNK
भारत		sg		sg
निर्माण		sg		sg
योजना		sg		sg
में		UNK		UNK
आने		sg		sg
के		UNK		UNK
बाद		sg		sg
अब		UNK		UNK
हर		UNK		UNK
१२		any		any
हजार		any		any
करोड़		any		any
रुपये		pl		pl
खर्च		sg		sg
करके		any		any
३५		any		any
हजार		any		any
किमी		sg		sg
सड़क		sg		sg
बनानी		sg		sg
होगी		sg		sg
।		UNK		UNK
यानि		UNK		UNK
राज्यों		pl		pl
को		UNK		UNK
पहले		sg		sg
से		UNK		UNK
ज्यादा		UNK		UNK
काम		sg		sg
करना		sg		sg
होगा		sg		sg
।		UNK		UNK
लेकिन		UNK		UNK
राज्यों		pl		pl
की		sg		sg
अब		UNK		UNK
तक		UNK		UNK
की		sg		sg
प्रगति		sg		sg
रिपोर्ट		sg		sg
संतोषजनक		any		any
नहीं		UNK		UNK
है		sg		sg
।		UNK		UNK
इनके		pl		sg
अलावा		UNK		UNK
केंद्र		sg		sg
की		sg		sg
चिंता		sg		sg
उन		pl		pl
१०		any		any
राज्यों		pl		pl
को		UNK		UNK
लेकर		any		any
भी		UNK		UNK
है		sg		sg
जहाँ		UNK		UNK
सड़क		sg		sg
संपर्क		sg		sg
बहुत		UNK		UNK
कम		UNK		UNK
है		sg		sg
।		UNK		UNK
इनमें		pl		pl
उत्तर		sg		sg
प्रदेश		sg		sg
,		UNK		UNK
हिमाचल		sg		sg
प्रदेश		sg		sg
,		UNK		UNK
असम		sg		sg
,		UNK		UNK
पश्चिम		sg		sg
बंगाल		sg		sg
,		UNK		UNK
बिहार		sg		sg
,		UNK		UNK
राजस्थान		sg		sg
,		UNK		UNK
झारखंड		sg		sg
,		UNK		UNK
उड़ीसा		sg		sg
,		UNK		UNK
छत्तीसगढ़		sg		sg
और		UNK		UNK
मध्य		sg		sg
प्रदेश		sg		sg
हैं		pl		pl
।		UNK		UNK
वर्ष		sg		sg
२००१		sg		sg
से		UNK		UNK
२००३		sg		sg
तक		UNK		UNK
आवंटित		any		any
कुल		UNK		UNK
५१२६.०९		any		any
करोड़		any		any
रुपये		sg		sg
में		UNK		UNK
४३४८.४८		any		any
करोड़		any		any
NULL		UNK		UNK
और		UNK		UNK
वर्ष		sg		sg
२००३		sg		sg
-		UNK		UNK
०४		sg		sg
के		sg		pl
आवंटित		any		any
४३५३.८०		any		any
करोड़		any		any
में		UNK		UNK
३२९६.५९		any		any
करोड़		any		any
रुपए		pl		sg
ही		UNK		UNK
खर्च		pl		sg
हो		any		sg
पाए		pl		pl
।		UNK		UNK
जबकि		UNK		UNK
मौजूदा		any		any
वित्तीय		any		any
वर्ष		sg		sg
के		UNK		UNK
लिए		UNK		UNK
आबंटित		any		any
३४८०		any		any
करोड़		any		any
रुपये		pl		pl
पाने		any		any
के		UNK		UNK
लिए		UNK		UNK
अभी		UNK		UNK
तक		UNK		UNK
ज्यादातर		any		any
राज्य		pl		sg
अपने		any		any
प्रस्ताव		pl		sg
तक		UNK		UNK
नहीं		UNK		UNK
भेज		pl		pl
पाए		pl		pl
हैं		pl		pl
।		UNK		UNK
खासतौर		sg		sg
पर		UNK		UNK
उत्तरी		any		any
क्षेत्र		sg		sg
के		sg		pl
लगभग		UNK		UNK
सभी		UNK		UNK
राज्यों		pl		pl
की		sg		sg
स्थिति		sg		sg
संतोषजनक		any		any
नहीं		UNK		UNK
है		sg		sg
।		UNK		UNK
दुनिया		sg		sg
भर		UNK		UNK
में		UNK		UNK
प्रेम		sg		sg
की		sg		sg
जीती		sg		sg
जागती		sg		sg
मिसाल		sg		sg
बने		sg		sg
ताजमहल		sg		sg
को		UNK		UNK
दुनिया		sg		sg
के		pl		pl
सात		any		any
